session_id,paired_difference,backend
session_13_4_ibm_brisbane,0.00031637616722186564,ibm_brisbane
session_13_4_ibm_kyoto,0.00014443770899271195,ibm_kyoto
session_13_4_ibm_osaka,0.0003911945532514545,ibm_osaka
session_13_5_ibm_brisbane,0.00021394217593126124,ibm_brisbane
session_13_5_ibm_kyoto,0.00010413762577482209,ibm_kyoto
session_13_5_ibm_osaka,0.000376186417215268,ibm_osaka
session_1_0_ibm_brisbane,0.0001465795127746316,ibm_brisbane
session_1_0_ibm_kyoto,0.00013831342093732112,ibm_kyoto
session_1_0_ibm_osaka,0.0001288650185800562,ibm_osaka
session_1_1_ibm_brisbane,0.0002489180901698873,ibm_brisbane
session_1_1_ibm_kyoto,8.805570848988542e-05,ibm_kyoto
session_1_1_ibm_osaka,8.067533709652471e-05,ibm_osaka
session_1_2_ibm_brisbane,0.00023950720252810615,ibm_brisbane
session_1_2_ibm_kyoto,0.00018829427629781778,ibm_kyoto
session_1_2_ibm_osaka,0.00014021272462875608,ibm_osaka
session_1_3_ibm_brisbane,0.00018409519056728537,ibm_brisbane
session_1_3_ibm_kyoto,0.00021911360899860404,ibm_kyoto
session_1_3_ibm_osaka,0.0002627312097498631,ibm_osaka
session_1_4_ibm_brisbane,0.00032149787046576757,ibm_brisbane
session_1_4_ibm_kyoto,0.00011347337871090276,ibm_kyoto
session_1_4_ibm_osaka,0.00025820790853837625,ibm_osaka
session_1_5_ibm_brisbane,0.0003265898554036915,ibm_brisbane
session_1_5_ibm_kyoto,0.00017674545959132042,ibm_kyoto
session_1_5_ibm_osaka,0.0002804022341792567,ibm_osaka
session_2_0_ibm_brisbane,0.0002317919172426408,ibm_brisbane
session_2_0_ibm_kyoto,0.00013531326498858367,ibm_kyoto
session_2_0_ibm_osaka,0.00017303874625616876,ibm_osaka
session_2_1_ibm_brisbane,0.00014742741704677244,ibm_brisbane
session_2_1_ibm_kyoto,0.00017442360934088699,ibm_kyoto
session_2_1_ibm_osaka,0.00020600852587203552,ibm_osaka
session_2_2_ibm_brisbane,9.21926193694356e-05,ibm_brisbane
session_2_2_ibm_kyoto,0.00012528812808361518,ibm_kyoto
session_2_2_ibm_osaka,0.0002126474851130557,ibm_osaka
session_2_3_ibm_brisbane,0.00037483016629072353,ibm_brisbane
session_2_3_ibm_kyoto,0.00022056445346696116,ibm_kyoto
session_2_3_ibm_osaka,0.00025715985150147114,ibm_osaka
session_2_4_ibm_brisbane,0.00022782421719457006,ibm_brisbane
session_2_4_ibm_kyoto,0.0001971580383783536,ibm_kyoto
session_2_4_ibm_osaka,0.00023450862997104283,ibm_osaka
session_2_5_ibm_brisbane,0.00026514252990737395,ibm_brisbane
session_2_5_ibm_kyoto,0.00012053137713022568,ibm_kyoto
session_2_5_ibm_osaka,0.00013323091238774128,ibm_osaka
session_3_0_ibm_brisbane,0.00013847161867865966,ibm_brisbane
session_3_0_ibm_kyoto,6.825580365973434e-05,ibm_kyoto
session_3_0_ibm_osaka,0.00011950776743940005,ibm_osaka
session_3_1_ibm_brisbane,0.00020373199349432798,ibm_brisbane
session_3_1_ibm_kyoto,0.00015901656271359506,ibm_kyoto
session_3_1_ibm_osaka,0.000179714399714098,ibm_osaka
session_3_2_ibm_brisbane,0.0002742119326738509,ibm_brisbane
session_3_2_ibm_kyoto,8.928688993611548e-05,ibm_kyoto
session_3_2_ibm_osaka,0.00034522758902465916,ibm_osaka
session_3_3_ibm_brisbane,0.00015443413381216462,ibm_brisbane
session_3_3_ibm_kyoto,0.00020902150266717486,ibm_kyoto
session_3_3_ibm_osaka,0.0003153650860921348,ibm_osaka
session_3_4_ibm_brisbane,0.00019474385927964612,ibm_brisbane
session_3_4_ibm_kyoto,0.00023050005250826303,ibm_kyoto
session_3_4_ibm_osaka,0.0002400284036935479,ibm_osaka
session_3_5_ibm_brisbane,0.0006268685325049176,ibm_brisbane
session_3_5_ibm_kyoto,0.00015592621520293766,ibm_kyoto
session_3_5_ibm_osaka,0.00032880685302425525,ibm_osaka
session_4_0_ibm_brisbane,0.00019727254841100396,ibm_brisbane
session_4_0_ibm_kyoto,9.775517910370442e-05,ibm_kyoto
session_4_0_ibm_osaka,0.0001240848158577769,ibm_osaka
session_4_1_ibm_brisbane,0.0001351557472043633,ibm_brisbane
session_4_1_ibm_kyoto,0.00010210228378097233,ibm_kyoto
session_4_1_ibm_osaka,0.00022452797997626298,ibm_osaka
session_4_2_ibm_brisbane,0.00018384174533785664,ibm_brisbane
session_4_2_ibm_kyoto,6.350873807200872e-05,ibm_kyoto
session_4_2_ibm_osaka,0.00010716642822654165,ibm_osaka
session_4_3_ibm_brisbane,0.000344298008305011,ibm_brisbane
session_4_3_ibm_kyoto,0.00020755491382409803,ibm_kyoto
session_4_3_ibm_osaka,0.0003178266558687453,ibm_osaka
session_4_4_ibm_brisbane,0.00038904173560950453,ibm_brisbane
session_4_4_ibm_kyoto,0.00017167623890190388,ibm_kyoto
session_4_4_ibm_osaka,0.00023363998529189487,ibm_osaka
session_4_5_ibm_brisbane,0.00023688788767522564,ibm_brisbane
session_4_5_ibm_kyoto,0.00018957962014062754,ibm_kyoto
session_4_5_ibm_osaka,0.00031001610876376284,ibm_osaka
session_5_0_ibm_brisbane,0.0001248991028944641,ibm_brisbane
session_5_0_ibm_kyoto,0.00012877907649454752,ibm_kyoto
session_5_0_ibm_osaka,0.00018105702446821433,ibm_osaka
session_5_1_ibm_brisbane,0.00020444451773362553,ibm_brisbane
session_5_1_ibm_kyoto,0.00014333768605530913,ibm_kyoto
session_5_1_ibm_osaka,0.0001463792132633149,ibm_osaka
session_5_2_ibm_brisbane,0.00025055263885878057,ibm_brisbane
session_5_2_ibm_kyoto,0.00011426876421258209,ibm_kyoto
session_5_2_ibm_osaka,0.00011446962651707046,ibm_osaka
session_5_3_ibm_brisbane,0.00016749731521129092,ibm_brisbane
session_5_3_ibm_kyoto,0.0002301866582828212,ibm_kyoto
session_5_3_ibm_osaka,0.00018879707959741797,ibm_osaka
session_5_4_ibm_brisbane,0.0003028720287535189,ibm_brisbane
session_5_4_ibm_kyoto,0.0001862874737755609,ibm_kyoto
session_5_4_ibm_osaka,0.00021639280660369666,ibm_osaka
session_5_5_ibm_brisbane,0.00031050936461990506,ibm_brisbane
session_5_5_ibm_kyoto,0.0002310356554643449,ibm_kyoto
session_5_5_ibm_osaka,0.00048493421536596336,ibm_osaka
session_6_0_ibm_brisbane,0.0001895082305105081,ibm_brisbane
session_6_0_ibm_kyoto,0.00012937440054888537,ibm_kyoto
session_6_0_ibm_osaka,0.0001776608035646541,ibm_osaka
session_6_1_ibm_brisbane,0.00019683870108952307,ibm_brisbane
session_6_1_ibm_kyoto,0.00014639626306554252,ibm_kyoto
session_6_1_ibm_osaka,0.00016731116559138317,ibm_osaka
session_6_2_ibm_brisbane,0.00015366298706059135,ibm_brisbane
session_6_2_ibm_kyoto,8.511863161773451e-05,ibm_kyoto
session_6_2_ibm_osaka,0.00019835979912001544,ibm_osaka
session_6_3_ibm_brisbane,0.00024898062250819873,ibm_brisbane
session_6_3_ibm_kyoto,0.0002104570129684432,ibm_kyoto
session_6_3_ibm_osaka,0.0002075314079165813,ibm_osaka
session_6_4_ibm_brisbane,0.00046920582732635856,ibm_brisbane
session_6_4_ibm_kyoto,0.00012709181685447162,ibm_kyoto
session_6_4_ibm_osaka,0.0003058598723801047,ibm_osaka
session_6_5_ibm_brisbane,0.00035886657145515035,ibm_brisbane
session_6_5_ibm_kyoto,0.0002408366337346722,ibm_kyoto
session_6_5_ibm_osaka,0.00029014916725930527,ibm_osaka
session_7_0_ibm_brisbane,0.0001749911922095857,ibm_brisbane
session_7_0_ibm_kyoto,0.00010474606389143174,ibm_kyoto
session_7_0_ibm_osaka,0.00011914502355764058,ibm_osaka
session_7_1_ibm_brisbane,0.00018615799794947813,ibm_brisbane
session_7_1_ibm_kyoto,8.488380415564037e-05,ibm_kyoto
session_7_1_ibm_osaka,0.0001504072163682353,ibm_osaka
session_7_2_ibm_brisbane,0.00013482233431570646,ibm_brisbane
session_7_2_ibm_kyoto,9.740466431115802e-05,ibm_kyoto
session_7_2_ibm_osaka,0.0001467163933407679,ibm_osaka
session_7_3_ibm_brisbane,0.00019275965349998766,ibm_brisbane
session_7_3_ibm_kyoto,0.00017864080280841324,ibm_kyoto
session_7_3_ibm_osaka,0.0002906990394731477,ibm_osaka
session_7_4_ibm_brisbane,0.00043210810712064233,ibm_brisbane
session_7_4_ibm_kyoto,0.00039919045201590225,ibm_kyoto
session_7_4_ibm_osaka,0.00038559514883801675,ibm_osaka
session_7_5_ibm_brisbane,0.00019140698911161496,ibm_brisbane
session_7_5_ibm_kyoto,0.00025003652971875717,ibm_kyoto
session_7_5_ibm_osaka,0.0002988893930635298,ibm_osaka
session_8_0_ibm_brisbane,0.0001484332257030262,ibm_brisbane
session_8_0_ibm_kyoto,0.00010747976739352936,ibm_kyoto
session_8_0_ibm_osaka,0.0001537646675429366,ibm_osaka
session_8_1_ibm_brisbane,0.00013035522247651407,ibm_brisbane
session_8_1_ibm_kyoto,0.000253387407999227,ibm_kyoto
session_8_1_ibm_osaka,0.00013621870566550657,ibm_osaka
session_8_2_ibm_brisbane,0.0002554680954865903,ibm_brisbane
session_8_2_ibm_kyoto,0.00021433145178641728,ibm_kyoto
session_8_2_ibm_osaka,0.00016785512786728838,ibm_osaka
session_8_3_ibm_brisbane,0.00020250124595604772,ibm_brisbane
session_8_3_ibm_kyoto,0.0002789366923439328,ibm_kyoto
session_8_3_ibm_osaka,0.00028875461405421157,ibm_osaka
session_8_4_ibm_brisbane,0.0005459703569708303,ibm_brisbane
session_8_4_ibm_kyoto,0.00034805174666130266,ibm_kyoto
session_8_4_ibm_osaka,0.00013830478853699908,ibm_osaka
session_8_5_ibm_brisbane,0.00038079668150890235,ibm_brisbane
session_8_5_ibm_kyoto,0.00021772946915979793,ibm_kyoto
session_8_5_ibm_osaka,0.0002783551549649563,ibm_osaka
session_9_0_ibm_brisbane,0.0001763153428192076,ibm_brisbane
session_9_0_ibm_kyoto,0.00017000472879142567,ibm_kyoto
session_9_0_ibm_osaka,0.00017232202145040832,ibm_osaka
session_9_1_ibm_brisbane,0.0001226904974151947,ibm_brisbane
session_9_1_ibm_kyoto,8.30579023638405e-05,ibm_kyoto
session_9_1_ibm_osaka,0.00014178528626409198,ibm_osaka
session_9_2_ibm_brisbane,0.00015582706700569525,ibm_brisbane
session_9_2_ibm_kyoto,0.00014181837335700963,ibm_kyoto
session_9_2_ibm_osaka,0.00028166858810968725,ibm_osaka
session_9_3_ibm_brisbane,0.00011081525437375288,ibm_brisbane
session_9_3_ibm_kyoto,0.00020311534719270912,ibm_kyoto
session_9_3_ibm_osaka,0.000298538625971237,ibm_osaka
session_9_4_ibm_brisbane,0.0005481028697043707,ibm_brisbane
session_9_4_ibm_kyoto,0.0001630257582970912,ibm_kyoto
session_9_4_ibm_osaka,0.00037585856930582207,ibm_osaka
session_9_5_ibm_brisbane,0.000180986825643534,ibm_brisbane
session_9_5_ibm_kyoto,0.0001109019838297563,ibm_kyoto
session_9_5_ibm_osaka,0.0003784116022451208,ibm_osaka
